candidate_uid,title,year,authors,venue,canonical_url,canonical_ids,source_pathways,source_names,selection_searches,selection_decisions,selection_rows,snowball_directions,snowball_decisions,snowball_seed_record_ids,snowball_rows,snowball_reason_samples,included_final,linked_record_id,primary_pathway,reconciliation_status
URL_db95dfcf9e,DoubleEnsemble: A New Ensemble Method Based on Sample Reweighting and Feature Selection for Financial Data Analysis,2020,Chuheng Zhang; Yuanqi Li; Xi Chen; Y. J. Jin; Pingzhong Tang; Jian Li,,https://openalex.org/w3126162951,url:https://openalex.org/w3089885424 | url:https://openalex.org/w3126162951,snowballing,snowballing,,,0,forward,exclude,A039,2,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_b0c607060c,Drive as You Speak: Enabling Human-Like Interaction with Large Language Models in Autonomous Vehicles,2024,Can Cui; Yunsheng Ma; Xu Cao; Wenqian Ye; Ziran Wang,,https://openalex.org/w4394862768,url:https://openalex.org/w4394862768,snowballing,snowballing,,,0,forward,exclude,A035,1,Exclude at title/metadata screening: non-finance or cross-domain paper outside the review scope.,no,,snowballing,screened_excluded
URL_28487cb474,DriveLLM: Charting the Path Toward Full Autonomous Driving With Large Language Models,2023,Yaodong Cui; Shucheng Huang; Jiaming Zhong; Zhenan Liu; Yutong Wang; Chen Sun; Bai Li; Xiao Wang; Amir Khajepour,,https://openalex.org/w4388208052,url:https://openalex.org/w4388208052,snowballing,snowballing,,,0,forward,exclude,A035,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_3a0e8355ff,Dual-process theory and decision-making in large language models,2025,Oliver J. Brady; Paul Nulty; Lili Zhang; Tomás Ward; David P. McGovern,,https://openalex.org/w4416213750,url:https://openalex.org/w4416213750,snowballing,snowballing,,,0,forward,exclude,A037,1,Generic decision-making theory paper for LLMs; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_dbf8a89986,Dynamic Factor Mining Based on Multi-Objective Fitness and Its Empirical Study in Multi-Factor Strategies,2026,Wang Yuxue; Geng Shuanghong,,https://openalex.org/w7124176496,url:https://openalex.org/w7124176496,snowballing,snowballing,,,0,forward,exclude,A041 | A042,2,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_ee6e8e055b,EAGLE: A Multi-Agent Generative AI System for Personalized Banking Recommendation and Risk-Aware Financial Planning,2025,Varad Srivastava,,https://openalex.org/w4409881520,url:https://openalex.org/w4409881520,snowballing,snowballing,,,0,forward,exclude,A050,1,"Exclude at title/metadata screening: finance/LLM paper without a direct trading-system, portfolio-construction, execution, or benchmark contribution.",no,,snowballing,screened_excluded
URL_2bf504255c,Earnings Call Scripts Generation With Large Language Models Using Few‐Shot Learning Prompt Engineering and Fine‐Tuning Methods,2025,Sovik Kumar Nath; Yanyan Zhang; Jia Li,,https://openalex.org/w4407445216,url:https://openalex.org/w4407445216,snowballing,snowballing,,,0,forward,exclude,A048,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_7f1995ae22,Echoes of Empathy: A Symbiotic IoT-Based Emotion Feedback Framework for Psychological Interventions via Large Language Model,2025,Minqiang Yang; Zhichao Yang; Zhaolong Ning; Hao Shen; Chengsheng Mao; Changsheng Ma; Bin Hu,,https://openalex.org/w4410949790,url:https://openalex.org/w4410949790,snowballing,snowballing,,,0,forward,exclude,A040,1,Psychological intervention / IoT paper; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_db88551e3a,EHealth: A Chinese Biomedical Language Model Built via Multi-Level Text Discrimination,2025,Quan Wang; Songtai Dai; Benfeng Xu; Yajuan Lyu; Hua Wu; Haifeng Wang,,https://openalex.org/w4406949348,url:https://openalex.org/w4406949348,snowballing,snowballing,,,0,forward,exclude,A029,1,Biomedical-domain language model; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_06db6a7c12,Emotion-Aware Decision Support System for Real-Time Financial Sentiment and Behavior-Based Trading Risk Advisory,2025,Tristan Lim,,https://openalex.org/w4408562466,url:https://openalex.org/w4408562466,snowballing,snowballing,,,0,forward,exclude,A023,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_30a7655879,Emotional intelligence of Large Language Models,2023,Xuena Wang; Xueting Li; Zi Yin; Yue Wu; Jia Liu,,https://openalex.org/w4388708748,url:https://openalex.org/w4388708748,snowballing,snowballing,,,0,forward,exclude,A035,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_8882a60b2c,Empowered stock market forecasting using Large Language Model on social media content,2025,Giancarlo Sperlí; Marta Assunta Sichinolfi,,https://openalex.org/w4415186609,url:https://openalex.org/w4415186609,snowballing,snowballing,,,0,forward,exclude,A038 | A048,2,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_e96d215f6d,Empowering financial futures: Large language models in the modern financial landscape,2024,Xinwei Cao; Shuai Li; Vasilios N. Katsikis; Ameer Tamoor Khan; Hailing He; Zhengping Liu; Lieping Zhang; Peng Chen,,https://openalex.org/w4400980653,url:https://openalex.org/w4400980653,snowballing,snowballing,,,0,forward,exclude,A025 | A033 | A038,3,Broad landscape/survey-style finance-LLM paper; background rather than direct trading-system contribution.,no,,snowballing,screened_excluded
URL_760dd6027e,Emulating fundamental analysts: Analytical stage-based multi-agent framework enhanced with expert guidance and Preference-Anchored Likelihood Adjustment,2025,Tao Xu; Zhe Piao; Toshiharu Mukai; Yuri Murayama; Kiyoshi Izumi,,https://openalex.org/w4407990014,url:https://openalex.org/w4407990014,snowballing,snowballing,,,0,forward,exclude,A048,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_8de7726326,Energy organization sentiment and oil return forecast,2024,Minhyuk Jeong; Kwangwon Ahn,,https://openalex.org/w4405041141,url:https://openalex.org/w4405041141,snowballing,snowballing,,,0,forward,exclude,A036,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_578523c730,Enhanced Semantic Retrieval with Structured Prompt and Dimensionality Reduction for Big Data,2025,Donghyeon Kim; Minki Park; Jung Sun Lee; Lee In-Ho; Jeonghyeon Jin; Yunsick Sung,,https://openalex.org/w4412840956,url:https://openalex.org/w4412840956,snowballing,snowballing,,,0,forward,exclude,A046,1,Generic semantic-retrieval / big-data paper; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_ec84d9bdb7,Enhancing AI Systems with Agentic Workflows Patterns in Large Language Model,2024,Aditi Singh; Abul Ehtesham; Saket Kumar; Tala Talaei Khoei,,https://openalex.org/w4400491795,url:https://openalex.org/w4400491795,snowballing,snowballing,,,0,forward,exclude,A035,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_e0005ce5cd,Enhancing Investment Analysis: Optimizing AI-Agent Collaboration in Financial Research,2024,Xuewen Han; Ningzhi Wang; Shangkun Che; Hongyang Yang; Kunpeng Zhang; Sean Xin Xu,,https://openalex.org/w4404351494,url:https://openalex.org/w4404351494,snowballing,snowballing,,,0,forward,exclude,A023,1,"Exclude at submission freeze: potentially relevant on title/metadata, but not fully audited and extracted before the conservative corpus freeze.",no,,snowballing,screened_excluded
URL_e84b67e593,Enhancing memory retrieval in generative agents through LLM-trained cross attention networks,2025,Chul Un Hong; Qi He,,https://openalex.org/w4410182127,url:https://openalex.org/w4410182127,snowballing,snowballing,,,0,forward,exclude,A023,1,Generic memory retrieval for generative agents; excluded as non-finance background.,no,,snowballing,screened_excluded
URL_b80991fe9e,Evaluating Company-specific Biases in Financial Sentiment Analysis using Large Language Models,2024,Kei Nakagawa; Masanori Hirano; Yugo Fujimoto,,https://openalex.org/w4406458322,url:https://openalex.org/w4406458322,snowballing,snowballing,,,0,forward,exclude,A048,1,"Exclude at title/metadata screening: finance/LLM paper without a direct trading-system, portfolio-construction, execution, or benchmark contribution.",no,,snowballing,screened_excluded
URL_4d1097e84f,Evaluating Parameter-Efficient Finetuning Approaches for Pre-trained Models on the Financial Domain,2023,Isabella Olariu; Cédric Lothritz; Jacques Klein; Tegawendé F. Bissyandé; Siwen Guo; Shohreh Haddadan,,https://openalex.org/w4389518674,url:https://openalex.org/w4389518674,snowballing,snowballing,,,0,forward,exclude,A033 | A036,2,Domain PEFT evaluation paper; background/model-adaptation study rather than direct trading-system contribution.,no,,snowballing,screened_excluded
URL_044baa4703,Evaluating the Effectiveness of LLMs in Introductory Computer Science Education: A Semester-Long Field Study,2024,Wenhan Lyu; Yimeng Wang; Tingting; Chung; Yifan Sun,,https://openalex.org/w4395065007,url:https://openalex.org/w4395065007,snowballing,snowballing,,,0,forward,exclude,A027,1,Education study; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_a92eaf5997,Evaluation of Financial Risk Management of Digital Services Companies Using Integrated Entropy-Weight TOPSIS Model,2026,Weng Siew Lam; Weng Siew Lam; P. F. Lee,,https://openalex.org/w7127281088,url:https://openalex.org/w7127281088,snowballing,snowballing,,,0,forward,exclude,A002,1,"Exclude at title/metadata screening: finance/LLM paper without a direct trading-system, portfolio-construction, execution, or benchmark contribution.",no,,snowballing,screened_excluded
URL_85c91eb156,Evaluation of large language models for discovery of gene set function,2024,Mengzhou Hu; Sahar Alkhairy; Ingoo Lee; Rudolf Pillich; Dylan Fong; Kevin R. Smith; Robin E. Bachelder; Trey Ideker; Dexter Pratt,,https://openalex.org/w4404824622,url:https://openalex.org/w4404824622,snowballing,snowballing,,,0,forward,exclude,A035,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_38a5be2e45,ExpeL: LLM Agents Are Experiential Learners,2024,Andrew Zhao; Daniel Huang; Quentin Xu; Matthieu Lin; Yong‐Jin Liu; Gao Huang,,https://openalex.org/w4393160747,url:https://openalex.org/w4393160747,snowballing,snowballing,,,0,forward,exclude,A035,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_5d8cbb76c3,Explainable machine learning for high frequency trading dynamics discovery,2024,Henry Han; Jeffrey Yi‐Lin Forrest; Jiacun Wang; Shuining yuan; Fei Han; Diane Li,,https://openalex.org/w4401281348,url:https://openalex.org/w4401281348,snowballing,snowballing,,,0,forward,exclude,A043,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_f897342a24,Explainable reasoning over temporal knowledge graphs by pre-trained language model,2024,Qing Li; Guanzhong Wu,,https://openalex.org/w4403017508,url:https://openalex.org/w4403017508,snowballing,snowballing,,,0,forward,exclude,A038,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_cd0f1c4875,Exploring large language models for human mobility prediction under public events,2024,Yuebing Liang; Yichao Liu; Xiaohan Wang; Zhan Zhao,,https://openalex.org/w4401065398,url:https://openalex.org/w4401065398,snowballing,snowballing,,,0,forward,exclude,A038,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_ba673e4e19,Exploring the Effectiveness of Large Language Models in Financial Question Answering,2024,Mondol Mridul Provakar; Emrana Kabir Hashi,,https://openalex.org/w4411099204,url:https://openalex.org/w4411099204,snowballing,snowballing,,,0,forward,exclude,A048,1,"Exclude at title/metadata screening: finance/LLM paper without a direct trading-system, portfolio-construction, execution, or benchmark contribution.",no,,snowballing,screened_excluded
URL_13787bd61c,Extracting key insights from earnings call transcript via information-theoretic contrastive learning,2024,Yanlong Huang; Wenxin Tai; Fan Zhou; Qiang Gao; Ting Zhong,,https://openalex.org/w4404845471,url:https://openalex.org/w4404845471,snowballing,snowballing,,,0,forward,exclude,A048,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_cc84671292,FactorMAD: A Multi-Agent Debate Framework Based on Large Language Models for Interpretable Stock Alpha Factor Mining,2025,Yongkang Duan; C. Zhang; Jian Li,,https://openalex.org/w4416198711,url:https://openalex.org/w4416198711,snowballing,snowballing,,,0,forward,exclude,A041 | A042,2,"Exclude at submission freeze: potentially relevant on title/metadata, but not fully audited and extracted before the conservative corpus freeze.",no,,snowballing,screened_excluded
URL_4798797a68,Factors Affecting Human–AI Collaboration Performances in Financial Sector: Sustainable Service Development Perspective,2025,Chao Xu; Sung Eui Cho,,https://openalex.org/w4410304152,url:https://openalex.org/w4410304152,snowballing,snowballing,,,0,forward,exclude,A040,1,Human-AI collaboration study in financial sector; outside direct trading/portfolio agent scope.,no,,snowballing,screened_excluded
URL_f29acd16f7,FactorVAE: A Probabilistic Dynamic Factor Model Based on Variational Autoencoder for Predicting Cross-Sectional Stock Returns,2022,Yitong Duan; Lei Wang; Qizhong Zhang; Jian Li,,https://openalex.org/w4283804236,url:https://openalex.org/w4283804236,snowballing,snowballing,,,0,forward,exclude,A034,1,Exclude at title/metadata screening: finance ML/RL/forecasting paper outside the review's LLM/foundation-model scope.,no,,snowballing,screened_excluded
URL_01198ed34c,FactorVQVAE: Discrete latent factor model via Vector Quantized Variational Autoencoder,2025,N. J. Kim; Seung Eun Ock; Jae Wook Song,,https://openalex.org/w4409328378,url:https://openalex.org/w4409328378,snowballing,snowballing,,,0,forward,exclude,A034,1,Exclude at title/metadata screening: finance ML/RL/forecasting paper outside the review's LLM/foundation-model scope.,no,,snowballing,screened_excluded
URL_257971f10f,FastAct: A Lightweight Actor Compression Framework for Fast Policy Learning,2023,Hongjie Zhang; Haoming Ma; Zhenyu Chen,,https://openalex.org/w4385488639,url:https://openalex.org/w4385488639,snowballing,snowballing,,,0,forward,exclude,A034,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_0167b992a2,FedALoRA: Adaptive Local LoRA Aggregation for Personalized Federated Learning in LLM,2025,Xilian Yi; Chunqiang Hu; Bin Cai; Hongyu Huang; Yuwen Chen; Kui Wang,,https://openalex.org/w4411550947,url:https://openalex.org/w4411550947,snowballing,snowballing,,,0,forward,exclude,A029,1,Federated LoRA method; outside trading-system scope.,no,,snowballing,screened_excluded
URL_4cd1dad851,Federated Learning for Data Trading Portfolio Allocation With Autonomous Economic Agents,2023,Lei Zhao; Lin Cai; Wu-Sheng Lu,,https://openalex.org/w4388854784,url:https://openalex.org/w4388854784,snowballing,snowballing,,,0,forward,exclude,A043,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_c6872e35a2,Financial Sentiment Analysis and Classification: A Comparative Study of Fine-Tuned Deep Learning Models,2025,Dimitrios Κ. Nasiopoulos; Konstantinos I. Roumeliotis; Δαμιανός Π. Σακάς; Kanellos Toudas; Panagiotis Reklitis,,https://openalex.org/w4410068923,url:https://openalex.org/w4410068923,snowballing,snowballing,,,0,forward,exclude,A029,1,Comparative deep-learning sentiment study without agentic/LLM trading contribution.,no,,snowballing,screened_excluded
URL_e36862fdb5,Financial Sentiment Analysis: Techniques and Applications,2024,Kelvin Du; Frank Xing; Rui Mao; Erik Cambria,,https://openalex.org/w4392168447,url:https://openalex.org/w4392168447,snowballing,snowballing,,,0,forward,exclude,A027 | A029,2,Broad survey of financial sentiment analysis techniques; background rather than direct trading-system contribution.,no,,snowballing,screened_excluded
URL_82c89d6c94,Financial Voucher Analysis with LVMs and Financial LLMs,2025,Md. Mohtasim Fuad; Vishwanath Akuthota; M. Ashifur Rahman; Sadia Anjum Farea; Mahabubur Rahman; Ahmed Ishtiaque Amin Chowdhury; Ahmed Selim Anwar; Md Sadi Ashraf,,https://openalex.org/w4413456606,url:https://openalex.org/w4413456606,snowballing,snowballing,,,0,forward,exclude,A048,1,"Exclude at title/metadata screening: finance/LLM paper without a direct trading-system, portfolio-construction, execution, or benchmark contribution.",no,,snowballing,screened_excluded
URL_b42542422d,FinBERT2: A Specialized Bidirectional Encoder for Bridging the Gap in Finance-Specific Deployment of Large Language Models,2025,Xuan Xu; Fufang Wen; Beilin Chu; Zhibing Fu; Qinhong Lin; J D Liu; Binjie Fei; Yu Li; Linna Zhou; Zhongliang Yang,,https://openalex.org/w4412876910,url:https://openalex.org/w4412876910,snowballing,snowballing,,,0,forward,exclude,A040,1,Finance-domain encoder/model paper; outside the survey focus on trading systems and agents.,no,,snowballing,screened_excluded
URL_c8190b4bd2,FinLBench: A Benchmark for Evaluating Large Language Models on Long-Text Financial Documents,2025,S Hu; Dahsoong Yu; Yuhao Zhang; Zhongliang Yang; Linna Zhou; Xinguang Jiang; Yu Li; Binjie Fei; Jiaqi Liu,,https://openalex.org/w4416044379,url:https://openalex.org/w4416044379,snowballing,snowballing,,,0,forward,exclude,A046,1,Benchmark for long-text financial documents; infrastructure/background rather than direct trading-system contribution.,no,,snowballing,screened_excluded
URL_119789d0c9,FinMR: A Knowledge-Intensive Multimodal Benchmark for Advanced Financial Reasoning,2025,S. Deng; H. P. Peng; Jiachen Xu; Rui Mao; Ciprian Doru Giurcăneanu; Jiamou Liu,,https://openalex.org/w4416233013,url:https://openalex.org/w4416233013,snowballing,snowballing,,,0,forward,exclude,A046,1,Benchmark for multimodal financial reasoning; useful infrastructure but not a direct trading-system contribution.,no,,snowballing,screened_excluded
URL_81947a6662,"FinSentio: A Modular LLM-Powered Financial Assistant for Investment Guidance, Risk Analysis, and Education",2025,Yavuz Selim Sever; Başak Nehir Artan; Berna Danışman; Nuran Er; Murat Karakaya,,https://openalex.org/w4415524104,url:https://openalex.org/w4415524104,snowballing,snowballing,,,0,forward,exclude,A050,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_bcd03d601e,FinTab-LLaVA: Finance Domain-Specific Table Understanding Multimodal LLM Using FinTMD,2025,Hyejin Park; J. Lee; Hayoung Oh,,https://openalex.org/w4411379483,url:https://openalex.org/w4411379483,snowballing,snowballing,,,0,forward,exclude,A046,1,Finance-domain multimodal table-understanding model; infrastructure/background rather than direct trading-system contribution.,no,,snowballing,screened_excluded
URL_3f5cf06b1f,FinTeam: A Multi-agent Collaborative Intelligence System for Comprehensive Financial Scenarios,2025,Yingqian Wu; Qiushi Wang; Zefei Long; Rong Ye; Zhongtian Lu; Xianyin Zhang; Bingxuan Li; Wei Chen; Liwen Zhang; Zhongyu Wei,,https://openalex.org/w4416532782,url:https://openalex.org/w4416532782,snowballing,snowballing,,,0,forward,exclude,A022 | A036,2,"Exclude at submission freeze: potentially relevant on title/metadata, but not fully audited and extracted before the conservative corpus freeze.",no,,snowballing,screened_excluded
URL_35a29dc9ad,FNSPID: A Comprehensive Financial News Dataset in Time Series,2024,Zihan Dong; Fan Xinyu; Zhiyuan Peng,,https://openalex.org/w4401863947,url:https://openalex.org/w4401863947,snowballing,snowballing,,,0,forward,exclude,A028,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_8534dc06f0,Forecasting carbon market with a multi-agent system of large language model,2025,Bangzhu Zhu; Jun Zhong,,https://openalex.org/w4415002318,url:https://openalex.org/w4415002318,snowballing,snowballing,,,0,forward,exclude,A050,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_92808e0f92,"Foundation and large language models: fundamentals, challenges, opportunities, and social impacts",2023,Devon Myers; Rami Mohawesh; Venkata Ishwarya Chellaboina; Anantha Lakshmi Sathvik; Praveen Venkatesh; Yi-Hui Ho; Hanna Henshaw; Muna Al-Hawawreh; David Berdik; Yaser Jararweh,,https://openalex.org/w4389043118,url:https://openalex.org/w4389043118,snowballing,snowballing,,,0,forward,exclude,A029,1,Generic foundation/LLM survey; excluded as non-finance background.,no,,snowballing,screened_excluded
URL_9b08419d5f,From text to insight: large language models for chemical data extraction,2024,Mara Schilling-Wilhelmi; Martiño Ríos-García; Sherjeel Shabih; M.V. Gil; Santiago Miret; Christoph T. Koch; J.A. Marquez; Kevin Maik Jablonka,,https://openalex.org/w4405616956,url:https://openalex.org/w4405616956,snowballing,snowballing,,,0,forward,exclude,A035,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_737e999038,"Gemini versus ChatGPT: applications, performance, architecture, capabilities, and implementation",2024,Nitin Rane; Saurabh Choudhary; Jayesh Rane,,https://openalex.org/w4393029358,url:https://openalex.org/w4393029358,snowballing,snowballing,,,0,forward,exclude,A040,1,Generic model comparison (Gemini vs ChatGPT); outside finance/trading scope.,no,,snowballing,screened_excluded
URL_cd927977f5,GenAI and LLM for Financial Institutions: A Corporate Strategic Survey,2024,Jun Xu,,https://openalex.org/w4404466964,url:https://openalex.org/w4404466964,snowballing,snowballing,,,0,forward,exclude,A022 | A037 | A044 | A048,4,Corporate strategic survey on GenAI/LLM in financial institutions; background rather than direct trading-system contribution.,no,,snowballing,screened_excluded
URL_5f8516be72,Generating Synergistic Formulaic Alpha Collections via Reinforcement Learning,2023,Shuo Yu; Hongyan Xue; Xiang Ao; Feiyang Pan; Jia He; Dandan Tu; Qing He,,https://openalex.org/w4381795742,url:https://openalex.org/w4381795742,snowballing,snowballing,,,0,forward,exclude,A034,1,Exclude at title/metadata screening: finance ML/RL/forecasting paper outside the review's LLM/foundation-model scope.,no,,snowballing,screened_excluded
URL_d04c4ca2aa,Generative AI Interface Design Considerations for Private Equity,2025,Sheila Anderson; Yuanfei Zhao,,https://openalex.org/w4408551016,url:https://openalex.org/w4408551016,snowballing,snowballing,,,0,forward,exclude,A048,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_4d0324e27f,Generative AI Solutions to Empower Financial Firms,2024,Shashank Shaurya Dubey; Vivek Astvansh; Praveen K. Kopalle,,https://openalex.org/w4405930747,url:https://openalex.org/w4405930747,snowballing,snowballing,,,0,forward,exclude,A022 | A025 | A026 | A037 | A048,5,Broad corporate/industry discussion of GenAI for financial firms; background rather than direct trading-system contribution.,no,,snowballing,screened_excluded
URL_d14bb570a9,Generative artificial intelligence augmenting SME financial management,2025,Michael Metzger; Seán O’Reilly; Ciarán Mac an Bhaird,,https://openalex.org/w4413083324,url:https://openalex.org/w4413083324,snowballing,snowballing,,,0,forward,exclude,A033,1,SME financial-management application; outside trading/portfolio scope.,no,,snowballing,screened_excluded
URL_53d08b6b9b,"Generative Large Language Models in Clinical, Legal and Financial Domains",2025,Geetanjali Garg; Shobha Bhatt,,https://openalex.org/w4411322858,url:https://openalex.org/w4411322858,snowballing,snowballing,,,0,forward,exclude,A037,1,Cross-domain survey spanning clinical/legal/financial uses; too broad for this trading-focused corpus.,no,,snowballing,screened_excluded
URL_1dd8fd7af0,GenG: An LLM-Based Generic Time Series Data Generation Approach for Edge Intelligence via Cross-Domain Collaboration,2024,Xiaomao Zhou; Qingmin Jia; Yujiao Hu; Renchao Xie; Tao Huang; Fangfang Yu,,https://openalex.org/w4401541343,url:https://openalex.org/w4401541343,snowballing,snowballing,,,0,forward,exclude,A038,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_b7670bb158,GPT4MTS: Prompt-based Large Language Model for Multimodal Time-series Forecasting,2024,Furong Jia; Kevin Wang; Yixiang Zheng; Defu Cao; Yan Liu,,https://openalex.org/w4393145940,url:https://openalex.org/w4393145940,snowballing,snowballing,,,0,forward,exclude,A038,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_1979442123,GrammarGPT: Exploring Open-Source LLMs for Native Chinese Grammatical Error Correction with Supervised Fine-Tuning,2023,Yaxin Fan; Feng Jiang; Peifeng Li; Haizhou Li,,https://openalex.org/w4387426216,url:https://openalex.org/w4387426216,snowballing,snowballing,,,0,forward,exclude,A029,1,Grammar-correction paper; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_4f2ba4600e,Graph Combinatorial Optimization Problems for Blockchain Transaction Network Analysis,2026,Michael Palk; Prof. Stefan Voß,,https://openalex.org/w7124877333,url:https://openalex.org/w7124877333,snowballing,snowballing,,,0,forward,exclude,A054,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_7819ad04fa,Graph of Thoughts: Solving Elaborate Problems with Large Language Models,2024,Maciej Besta; Nils Blach; Ales Kubicek; Robert Gerstenberger; Michał Podstawski; Lukas Gianinazzi; Joanna Gajda; Tomasz Lehmann; H. Niewiadomski; Piotr Nyczyk; Torsten Hoefler,,https://openalex.org/w4393160302,url:https://openalex.org/w4393160302,snowballing,snowballing,,,0,forward,exclude,A035,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_5077f1727c,GraphSAGE with deep reinforcement learning for financial portfolio optimization,2023,Qiguo Sun; Xueying Wei; Xibei Yang,,https://openalex.org/w4387431647,url:https://openalex.org/w4387431647,snowballing,snowballing,,,0,forward,exclude,A043,1,Exclude at title/metadata screening: finance ML/RL/forecasting paper outside the review's LLM/foundation-model scope.,no,,snowballing,screened_excluded
URL_f631005639,GWise: A Graph-Structured Multi-Agent Framework for Service-Oriented and Generative-AI-Enabled Financial Trading Analytics,2025,Hirad Rezaei; Fethi Rabhi; Amin Beheshti,,https://openalex.org/w4414648481,url:https://openalex.org/w4414648481,snowballing,snowballing,,,0,forward,exclude,A050,1,"Exclude at submission freeze: potentially relevant on title/metadata, but not fully audited and extracted before the conservative corpus freeze.",no,,snowballing,screened_excluded
URL_0b3c78ada9,Hallucination Detection in LLMs via Beam Search Sampling and Semantic Consistency Analysis,2025,Radouane Bouchekir; Fathiyeh Faghih; Tewodros A. Beyene,,https://openalex.org/w4412404236,url:https://openalex.org/w4412404236,snowballing,snowballing,,,0,forward,exclude,A037,1,Generic hallucination-detection method; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_2bca65333b,Harnessing LLMs for Temporal Data - A Study on Explainable Financial Time Series Forecasting,2023,Xinli Yu; Zheng Chen; Yanbin Lu,,https://openalex.org/w4389519589,url:https://openalex.org/w4389519589,snowballing,snowballing,,,0,forward,exclude,A027,1,Duplicate/published version of A038 (doi:10.18653/v1/2023.emnlp-industry.69).,no,,snowballing,screened_excluded
